"external_gene_id"	"description"
"Zfp800"	"zinc finger protein 800 [Source:MGI Symbol;Acc:MGI:1889334]"
"Rapgef1"	"Rap guanine nucleotide exchange factor (GEF) 1 [Source:MGI Symbol;Acc:MGI:104580]"
"Pcif1"	"PDX1 C-terminal inhibiting factor 1 [Source:MGI Symbol;Acc:MGI:2443858]"
"Fgl2"	"fibrinogen-like protein 2 [Source:MGI Symbol;Acc:MGI:103266]"
"Rhou"	"ras homolog gene family, member U [Source:MGI Symbol;Acc:MGI:1916831]"
"Tbc1d16"	"TBC1 domain family, member 16 [Source:MGI Symbol;Acc:MGI:2652878]"
"Phtf2"	"putative homeodomain transcription factor 2 [Source:MGI Symbol;Acc:MGI:1916020]"
"Cbx4"	"chromobox 4 [Source:MGI Symbol;Acc:MGI:1195985]"
"2700050L05Rik"	"RIKEN cDNA 2700050L05 gene [Source:MGI Symbol;Acc:MGI:1919831]"
"Ptger3"	"prostaglandin E receptor 3 (subtype EP3) [Source:MGI Symbol;Acc:MGI:97795]"
"Bmf"	"BCL2 modifying factor [Source:MGI Symbol;Acc:MGI:2176433]"
"Flywch1"	"FLYWCH-type zinc finger 1 [Source:MGI Symbol;Acc:MGI:2442638]"
"Fmo2"	"flavin containing monooxygenase 2 [Source:MGI Symbol;Acc:MGI:1916776]"
"2310057M21Rik"	"RIKEN cDNA 2310057M21 gene [Source:MGI Symbol;Acc:MGI:1915527]"
"Fmo1"	"flavin containing monooxygenase 1 [Source:MGI Symbol;Acc:MGI:1310002]"
"Tmem194"	"transmembrane protein 194 [Source:MGI Symbol;Acc:MGI:2446113]"
"Prrc2c"	"proline-rich coiled-coil 2C [Source:MGI Symbol;Acc:MGI:1913754]"
"Asun"	"asunder, spermatogenesis regulator [Source:MGI Symbol;Acc:MGI:1918427]"
"Nxph4"	"neurexophilin 4 [Source:MGI Symbol;Acc:MGI:1336197]"
"Bach2"	"BTB and CNC homology 2 [Source:MGI Symbol;Acc:MGI:894679]"
"Bcor"	"BCL6 interacting corepressor [Source:MGI Symbol;Acc:MGI:1918708]"
"Rprd1a"	"regulation of nuclear pre-mRNA domain containing 1A [Source:MGI Symbol;Acc:MGI:2385066]"
"Sgms1"	"sphingomyelin synthase 1 [Source:MGI Symbol;Acc:MGI:2444110]"
"Zfp609"	"zinc finger protein 609 [Source:MGI Symbol;Acc:MGI:2674092]"
"Ckap5"	"cytoskeleton associated protein 5 [Source:MGI Symbol;Acc:MGI:1923036]"
"Gstm2"	"glutathione S-transferase, mu 2 [Source:MGI Symbol;Acc:MGI:95861]"
"Btaf1"	"BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, (Mot1 homolog, S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2147538]"
"Mis12"	"MIS12 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1914389]"
"D14Abb1e"	"DNA segment, Chr 14, Abbott 1 expressed [Source:MGI Symbol;Acc:MGI:1921694]"
"Oaz2"	"ornithine decarboxylase antizyme 2 [Source:MGI Symbol;Acc:MGI:109492]"
"Efhd2"	"EF hand domain containing 2 [Source:MGI Symbol;Acc:MGI:106504]"
"Kremen2"	"kringle containing transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1920266]"
"Cept1"	"choline/ethanolaminephosphotransferase 1 [Source:MGI Symbol;Acc:MGI:2139793]"
"Iqsec3"	"IQ motif and Sec7 domain 3 [Source:MGI Symbol;Acc:MGI:2677208]"
"Agbl2"	"ATP/GTP binding protein-like 2 [Source:MGI Symbol;Acc:MGI:2443254]"
"Psme4"	"proteasome (prosome, macropain) activator subunit 4 [Source:MGI Symbol;Acc:MGI:2143994]"
"Dlk1"	"delta-like 1 homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:94900]"
"Begain"	"brain-enriched guanylate kinase-associated [Source:MGI Symbol;Acc:MGI:3044626]"
"Mgl2"	"macrophage galactose N-acetyl-galactosamine specific lectin 2 [Source:MGI Symbol;Acc:MGI:2385729]"
"Rps19"	"ribosomal protein S19 [Source:MGI Symbol;Acc:MGI:1333780]"
"Abhd4"	"abhydrolase domain containing 4 [Source:MGI Symbol;Acc:MGI:1915938]"
"Ramp3"	"receptor (calcitonin) activity modifying protein 3 [Source:MGI Symbol;Acc:MGI:1860292]"
"Chrnb1"	"cholinergic receptor, nicotinic, beta polypeptide 1 (muscle) [Source:MGI Symbol;Acc:MGI:87890]"
"Yeats2"	"YEATS domain containing 2 [Source:MGI Symbol;Acc:MGI:2447762]"
"Elovl6"	"ELOVL family member 6, elongation of long chain fatty acids (yeast) [Source:MGI Symbol;Acc:MGI:2156528]"
"Rusc1"	"RUN and SH3 domain containing 1 [Source:MGI Symbol;Acc:MGI:1919546]"
"Gtf3c3"	"general transcription factor IIIC, polypeptide 3 [Source:MGI Symbol;Acc:MGI:2138383]"
"Thoc6"	"THO complex 6 homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:2677480]"
"Pcf11"	"cleavage and polyadenylation factor subunit homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1919579]"
"Atg2b"	"autophagy related 2B [Source:MGI Symbol;Acc:MGI:1923809]"
"Myzap"	"myocardial zonula adherens protein [Source:MGI Symbol;Acc:MGI:2142908]"
"Dicer1"	"dicer 1, ribonuclease type III [Source:MGI Symbol;Acc:MGI:2177178]"
"Pik3r1"	"phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha) [Source:MGI Symbol;Acc:MGI:97583]"
"Rpl21"	"ribosomal protein L21 [Source:MGI Symbol;Acc:MGI:1278340]"
"Kif14"	"kinesin family member 14 [Source:MGI Symbol;Acc:MGI:1098226]"
"Gltscr2"	"glioma tumor suppressor candidate region gene 2 [Source:MGI Symbol;Acc:MGI:2154441]"
"Camsap2"	"calmodulin regulated spectrin-associated protein family, member 2 [Source:MGI Symbol;Acc:MGI:1922434]"
"Lrrc29"	"leucine rich repeat containing 29 [Source:MGI Symbol;Acc:MGI:2443262]"
"Kcnj2"	"potassium inwardly-rectifying channel, subfamily J, member 2 [Source:MGI Symbol;Acc:MGI:104744]"
"Slc24a4"	"solute carrier family 24 (sodium/potassium/calcium exchanger), member 4 [Source:MGI Symbol;Acc:MGI:2447362]"
"2700046A07Rik"	"RIKEN cDNA 2700046A07 gene [Source:MGI Symbol;Acc:MGI:1919803]"
"Abca9"	"ATP-binding cassette, sub-family A (ABC1), member 9 [Source:MGI Symbol;Acc:MGI:2386796]"
"Rpl37"	"ribosomal protein L37 [Source:MGI Symbol;Acc:MGI:1914531]"
"Lman1"	"lectin, mannose-binding, 1 [Source:MGI Symbol;Acc:MGI:1917611]"
"Ammecr1l"	"AMME chromosomal region gene 1-like [Source:MGI Symbol;Acc:MGI:2442711]"
"Dcaf17"	"DDB1 and CUL4 associated factor 17 [Source:MGI Symbol;Acc:MGI:1923013]"
"Zbed3"	"zinc finger, BED domain containing 3 [Source:MGI Symbol;Acc:MGI:1919364]"
"Ncapg2"	"non-SMC condensin II complex, subunit G2 [Source:MGI Symbol;Acc:MGI:1923294]"
"Kank3"	"KN motif and ankyrin repeat domains 3 [Source:MGI Symbol;Acc:MGI:1098615]"
"Uggt2"	"UDP-glucose glycoprotein glucosyltransferase 2 [Source:MGI Symbol;Acc:MGI:1913685]"
"Csdc2"	"cold shock domain containing C2, RNA binding [Source:MGI Symbol;Acc:MGI:2146027]"
"Vwa1"	"von Willebrand factor A domain containing 1 [Source:MGI Symbol;Acc:MGI:2179729]"
"Armc5"	"armadillo repeat containing 5 [Source:MGI Symbol;Acc:MGI:2384586]"
"Cmklr1"	"chemokine-like receptor 1 [Source:MGI Symbol;Acc:MGI:109603]"
"Abhd14a"	"abhydrolase domain containing 14A [Source:MGI Symbol;Acc:MGI:1915894]"
"Cilp"	"cartilage intermediate layer protein, nucleotide pyrophosphohydrolase [Source:MGI Symbol;Acc:MGI:2444507]"
"Ptchd4"	"patched domain containing 4 [Source:MGI Symbol;Acc:MGI:1920485]"
"Stab1"	"stabilin 1 [Source:MGI Symbol;Acc:MGI:2178742]"
"Agps"	"alkylglycerone phosphate synthase [Source:MGI Symbol;Acc:MGI:2443065]"
"Tbc1d8b"	"TBC1 domain family, member 8B [Source:MGI Symbol;Acc:MGI:1918101]"
"Hoxd11"	"homeobox D11 [Source:MGI Symbol;Acc:MGI:96203]"
"Dmtf1"	"cyclin D binding myb-like transcription factor 1 [Source:MGI Symbol;Acc:MGI:1344415]"
"Pbxip1"	"pre B cell leukemia transcription factor interacting protein 1 [Source:MGI Symbol;Acc:MGI:2441670]"
"Ypel3"	"yippee-like 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:1913340]"
"Sipa1l1"	"signal-induced proliferation-associated 1 like 1 [Source:MGI Symbol;Acc:MGI:2443679]"
"Naa25"	"N(alpha)-acetyltransferase 25, NatB auxiliary subunit [Source:MGI Symbol;Acc:MGI:2442563]"
"Sgtb"	"small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta [Source:MGI Symbol;Acc:MGI:2444615]"
"Trim46"	"tripartite motif-containing 46 [Source:MGI Symbol;Acc:MGI:2673000]"
"Hebp1"	"heme binding protein 1 [Source:MGI Symbol;Acc:MGI:1333880]"
"Hecw2"	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:2685817]"
"Snai1"	"snail homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:98330]"
"Fgf11"	"fibroblast growth factor 11 [Source:MGI Symbol;Acc:MGI:109167]"
"Notum"	"notum pectinacetylesterase homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1924833]"
"Nhlrc3"	"NHL repeat containing 3 [Source:MGI Symbol;Acc:MGI:2444520]"
"Edem3"	"ER degradation enhancer, mannosidase alpha-like 3 [Source:MGI Symbol;Acc:MGI:1914217]"
"Spice1"	"spindle and centriole associated protein 1 [Source:MGI Symbol;Acc:MGI:1196252]"
"Hic1"	"hypermethylated in cancer 1 [Source:MGI Symbol;Acc:MGI:1338010]"
"Trim56"	"tripartite motif-containing 56 [Source:MGI Symbol;Acc:MGI:2685298]"
"A030009H04Rik"	"RIKEN cDNA A030009H04 gene [Source:MGI Symbol;Acc:MGI:1915359]"
"E130012A19Rik"	"RIKEN cDNA E130012A19 gene [Source:MGI Symbol;Acc:MGI:2143991]"
"Rai2"	"retinoic acid induced 2 [Source:MGI Symbol;Acc:MGI:1344378]"
"Setx"	"senataxin [Source:MGI Symbol;Acc:MGI:2443480]"
"Mdga1"	"MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:MGI Symbol;Acc:MGI:1922012]"
"Acpl2"	"acid phosphatase-like 2 [Source:MGI Symbol;Acc:MGI:2442444]"
"Vps37d"	"vacuolar protein sorting 37D (yeast) [Source:MGI Symbol;Acc:MGI:2159402]"
"Fem1a"	"feminization 1 homolog a (C. elegans) [Source:MGI Symbol;Acc:MGI:1335089]"
"Col6a6"	"collagen, type VI, alpha 6 [Source:MGI Symbol;Acc:MGI:2444259]"
"Zmym1"	"zinc finger, MYM domain containing 1 [Source:MGI Symbol;Acc:MGI:1915560]"
"Wdfy3"	"WD repeat and FYVE domain containing 3 [Source:MGI Symbol;Acc:MGI:1096875]"
"Pura"	"purine rich element binding protein A [Source:MGI Symbol;Acc:MGI:103079]"
"Nkrf"	"NF-kappaB repressing factor [Source:MGI Symbol;Acc:MGI:1924536]"
"Wfikkn2"	"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 [Source:MGI Symbol;Acc:MGI:2669209]"
"Aplnr"	"apelin receptor [Source:MGI Symbol;Acc:MGI:1346086]"
"Fam46c"	"family with sequence similarity 46, member C [Source:MGI Symbol;Acc:MGI:1921895]"
"Zfand3"	"zinc finger, AN1-type domain 3 [Source:MGI Symbol;Acc:MGI:1096572]"
"Bod1"	"biorientation of chromosomes in cell division 1 [Source:MGI Symbol;Acc:MGI:1916806]"
"Rps2"	"ribosomal protein S2 [Source:MGI Symbol;Acc:MGI:105110]"
"Csrnp2"	"cysteine-serine-rich nuclear protein 2 [Source:MGI Symbol;Acc:MGI:2386852]"
"Fzd1"	"frizzled homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1196625]"
"Dok7"	"docking protein 7 [Source:MGI Symbol;Acc:MGI:3584043]"
"Abca6"	"ATP-binding cassette, sub-family A (ABC1), member 6 [Source:MGI Symbol;Acc:MGI:1923434]"
"9330133O14Rik"	"RIKEN cDNA 9330133O14 gene [Source:MGI Symbol;Acc:MGI:2442309]"
"Cyb5d1"	"cytochrome b5 domain containing 1 [Source:MGI Symbol;Acc:MGI:2685586]"
"Ankrd50"	"ankyrin repeat domain 50 [Source:MGI Symbol;Acc:MGI:2139777]"
"4930503L19Rik"	"RIKEN cDNA 4930503L19 gene [Source:MGI Symbol;Acc:MGI:1922045]"
"H1fx"	"H1 histone family, member X [Source:MGI Symbol;Acc:MGI:2685307]"
"Pwwp2a"	"PWWP domain containing 2A [Source:MGI Symbol;Acc:MGI:1918052]"
"Kctd21"	"potassium channel tetramerisation domain containing 21 [Source:MGI Symbol;Acc:MGI:3643121]"
"Fzd5"	"frizzled homolog 5 (Drosophila) [Source:MGI Symbol;Acc:MGI:108571]"
"9030612E09Rik"	"RIKEN cDNA 9030612E09 gene [Source:MGI Symbol;Acc:MGI:1921780]"
"E130308A19Rik"	"RIKEN cDNA E130308A19 gene [Source:MGI Symbol;Acc:MGI:2442164]"
"Dmd"	"dystrophin, muscular dystrophy [Source:MGI Symbol;Acc:MGI:94909]"
"Prrt2"	"proline-rich transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1916267]"
"Rpl18a"	"ribosomal protein L18A [Source:MGI Symbol;Acc:MGI:1924058]"
"Cirbp"	"cold inducible RNA binding protein [Source:MGI Symbol;Acc:MGI:893588]"
"Insig1"	"insulin induced gene 1 [Source:MGI Symbol;Acc:MGI:1916289]"
"Cenpe"	"centromere protein E [Source:MGI Symbol;Acc:MGI:1098230]"
"Zfp423"	"zinc finger protein 423 [Source:MGI Symbol;Acc:MGI:1891217]"
"1190002N15Rik"	"RIKEN cDNA 1190002N15 gene [Source:MGI Symbol;Acc:MGI:1916111]"
"Sys1"	"SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913710]"
"Pou3f3"	"POU domain, class 3, transcription factor 3 [Source:MGI Symbol;Acc:MGI:102564]"
"Rnf113a2"	"ring finger protein 113A2 [Source:MGI Symbol;Acc:MGI:1913631]"
"Mettl24"	"methyltransferase like 24 [Source:MGI Symbol;Acc:MGI:3045338]"
"Pid1"	"phosphotyrosine interaction domain containing 1 [Source:MGI Symbol;Acc:MGI:2138391]"
"Pqlc3"	"PQ loop repeat containing [Source:MGI Symbol;Acc:MGI:2444067]"
"Wdr89"	"WD repeat domain 89 [Source:MGI Symbol;Acc:MGI:1919588]"
"Zswim3"	"zinc finger SWIM-type containing 3 [Source:MGI Symbol;Acc:MGI:1914788]"
"Ing1"	"inhibitor of growth family, member 1 [Source:MGI Symbol;Acc:MGI:1349481]"
"Eid2"	"EP300 interacting inhibitor of differentiation 2 [Source:MGI Symbol;Acc:MGI:2681174]"
"Gldn"	"gliomedin [Source:MGI Symbol;Acc:MGI:2388361]"
"Zfp84"	"zinc finger protein 84 [Source:MGI Symbol;Acc:MGI:107780]"
"Cd109"	"CD109 antigen [Source:MGI Symbol;Acc:MGI:2445221]"
"Ccbe1"	"collagen and calcium binding EGF domains 1 [Source:MGI Symbol;Acc:MGI:2445053]"
"Rpl37a"	"ribosomal protein L37a [Source:MGI Symbol;Acc:MGI:98068]"
"Gm11223"	"predicted gene 11223 [Source:MGI Symbol;Acc:MGI:3651631]"
"Zfp322a"	"zinc finger protein 322A [Source:MGI Symbol;Acc:MGI:2442566]"
"Rpl27a"	"ribosomal protein L27A [Source:MGI Symbol;Acc:MGI:1347076]"
"Rbp1"	"retinol binding protein 1, cellular [Source:MGI Symbol;Acc:MGI:97876]"
"Kcnk6"	"potassium inwardly-rectifying channel, subfamily K, member 6 [Source:MGI Symbol;Acc:MGI:1891291]"
"Fam211a"	"family with sequence similarity 211, member A [Source:MGI Symbol;Acc:MGI:2682293]"
"Hnrnpa1"	"heterogeneous nuclear ribonucleoprotein A1 [Source:MGI Symbol;Acc:MGI:104820]"
"Fam43a"	"family with sequence similarity 43, member A [Source:MGI Symbol;Acc:MGI:2676309]"
"Fam46b"	"family with sequence similarity 46, member B [Source:MGI Symbol;Acc:MGI:2140500]"
"Hmga1"	"high mobility group AT-hook 1 [Source:MGI Symbol;Acc:MGI:96160]"
"Kctd11"	"potassium channel tetramerisation domain containing 11 [Source:MGI Symbol;Acc:MGI:2448712]"
"Ccdc66"	"coiled-coil domain containing 66 [Source:MGI Symbol;Acc:MGI:2443639]"
"Ppp1r3b"	"protein phosphatase 1, regulatory (inhibitor) subunit 3B [Source:MGI Symbol;Acc:MGI:2177268]"
"Krt1"	"keratin 1 [Source:MGI Symbol;Acc:MGI:96698]"
"Vat1l"	"vesicle amine transport protein 1 homolog-like (T. californica) [Source:MGI Symbol;Acc:MGI:2142534]"
"Zbtb21"	"zinc finger and BTB domain containing 21 [Source:MGI Symbol;Acc:MGI:1927240]"
"Tmem198b"	"transmembrane protein 198b [Source:MGI Symbol;Acc:MGI:1921077]"
"Cltc"	"clathrin, heavy polypeptide (Hc) [Source:MGI Symbol;Acc:MGI:2388633]"
"Tet1"	"tet methylcytosine dioxygenase 1 [Source:MGI Symbol;Acc:MGI:1098693]"
"Samd14"	"sterile alpha motif domain containing 14 [Source:MGI Symbol;Acc:MGI:2384945]"
"Rpl9"	"ribosomal protein L9 [Source:MGI Symbol;Acc:MGI:1298373]"
"Mageh1"	"melanoma antigen, family H, 1 [Source:MGI Symbol;Acc:MGI:1922875]"
"Ptgs1"	"prostaglandin-endoperoxide synthase 1 [Source:MGI Symbol;Acc:MGI:97797]"
"Sfn"	"stratifin [Source:MGI Symbol;Acc:MGI:1891831]"
"Neurl4"	"neuralized homolog 4 (Drosophila) [Source:MGI Symbol;Acc:MGI:1921092]"
"Lancl3"	"LanC lantibiotic synthetase component C-like 3 (bacterial) [Source:MGI Symbol;Acc:MGI:2443335]"
"Ctdspl"	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like [Source:MGI Symbol;Acc:MGI:1916524]"
"Flrt2"	"fibronectin leucine rich transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:3603594]"
"Rnf152"	"ring finger protein 152 [Source:MGI Symbol;Acc:MGI:2443787]"
"Fbxo30"	"F-box protein 30 [Source:MGI Symbol;Acc:MGI:1919115]"
"Rps8"	"ribosomal protein S8 [Source:MGI Symbol;Acc:MGI:98166]"
"Zcchc5"	"zinc finger, CCHC domain containing 5 [Source:MGI Symbol;Acc:MGI:2685221]"
"Wbp1l"	"WW domain binding protein 1 like [Source:MGI Symbol;Acc:MGI:107577]"
"Atg16l2"	"autophagy related 16-like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1920933]"
"Sned1"	"sushi, nidogen and EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:3045960]"
"Trim16"	"tripartite motif-containing 16 [Source:MGI Symbol;Acc:MGI:2137356]"
"Bri3"	"brain protein I3 [Source:MGI Symbol;Acc:MGI:1933174]"
"Gimap6"	"GTPase, IMAP family member 6 [Source:MGI Symbol;Acc:MGI:1918876]"
"Tshz2"	"teashirt zinc finger family member 2 [Source:MGI Symbol;Acc:MGI:2153084]"
"Stbd1"	"starch binding domain 1 [Source:MGI Symbol;Acc:MGI:1261768]"
"Kcna1"	"potassium voltage-gated channel, shaker-related subfamily, member 1 [Source:MGI Symbol;Acc:MGI:96654]"
"Palm3"	"paralemmin 3 [Source:MGI Symbol;Acc:MGI:1921587]"
"C2cd4a"	"C2 calcium-dependent domain containing 4A [Source:MGI Symbol;Acc:MGI:3645763]"
"Gigyf2"	"GRB10 interacting GYF protein 2 [Source:MGI Symbol;Acc:MGI:2138584]"
"Rbm15"	"RNA binding motif protein 15 [Source:MGI Symbol;Acc:MGI:2443205]"
"Entpd1"	"ectonucleoside triphosphate diphosphohydrolase 1 [Source:MGI Symbol;Acc:MGI:102805]"
"Dmrt2"	"doublesex and mab-3 related transcription factor 2 [Source:MGI Symbol;Acc:MGI:1330307]"
"Gm12663"	"predicted gene 12663 [Source:MGI Symbol;Acc:MGI:3652168]"
"Rbm33"	"RNA binding motif protein 33 [Source:MGI Symbol;Acc:MGI:1919670]"
"Slitrk3"	"SLIT and NTRK-like family, member 3 [Source:MGI Symbol;Acc:MGI:2679447]"
"Pskh1"	"protein serine kinase H1 [Source:MGI Symbol;Acc:MGI:3528383]"
"Ckap2l"	"cytoskeleton associated protein 2-like [Source:MGI Symbol;Acc:MGI:1917716]"
"Npy4r"	"neuropeptide Y receptor Y4 [Source:MGI Symbol;Acc:MGI:105374]"
"Pdp2"	"pyruvate dehyrogenase phosphatase catalytic subunit 2 [Source:MGI Symbol;Acc:MGI:1918878]"
"Zfp407"	"zinc finger protein 407 [Source:MGI Symbol;Acc:MGI:2685179]"
"1810026J23Rik"	"RIKEN cDNA 1810026J23 gene [Source:MGI Symbol;Acc:MGI:1917023]"
"Tob2"	"transducer of ERBB2, 2 [Source:MGI Symbol;Acc:MGI:1888525]"
"Igf2"	"insulin-like growth factor 2 [Source:MGI Symbol;Acc:MGI:96434]"
"Myof"	"myoferlin [Source:MGI Symbol;Acc:MGI:1919192]"
"Rhno1"	"RAD9-HUS1-RAD1 interacting nuclear orphan 1 [Source:MGI Symbol;Acc:MGI:1915315]"
"Klhl11"	"kelch-like 11 [Source:MGI Symbol;Acc:MGI:2388648]"
"Rpl29"	"ribosomal protein L29 [Source:MGI Symbol;Acc:MGI:99687]"
"Insc"	"inscuteable homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1917942]"
"Lonrf2"	"LON peptidase N-terminal domain and ring finger 2 [Source:MGI Symbol;Acc:MGI:1920209]"
"Hexim1"	"hexamethylene bis-acetamide inducible 1 [Source:MGI Symbol;Acc:MGI:2385923]"
"Cdca2"	"cell division cycle associated 2 [Source:MGI Symbol;Acc:MGI:1919787]"
"Armcx3"	"armadillo repeat containing, X-linked 3 [Source:MGI Symbol;Acc:MGI:1918953]"
"Agtr1a"	"angiotensin II receptor, type 1a [Source:MGI Symbol;Acc:MGI:87964]"
"Tigd2"	"tigger transposable element derived 2 [Source:MGI Symbol;Acc:MGI:1915390]"
"Scn3b"	"sodium channel, voltage-gated, type III, beta [Source:MGI Symbol;Acc:MGI:1918882]"
"Sorl1"	"sortilin-related receptor, LDLR class A repeats-containing [Source:MGI Symbol;Acc:MGI:1202296]"
"Ogfr"	"opioid growth factor receptor [Source:MGI Symbol;Acc:MGI:1919325]"
"Tmem200a"	"transmembrane protein 200A [Source:MGI Symbol;Acc:MGI:1924470]"
"Zfp260"	"zinc finger protein 260 [Source:MGI Symbol;Acc:MGI:1347071]"
"Spty2d1"	"SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2142062]"
"Rps23"	"ribosomal protein S23 [Source:MGI Symbol;Acc:MGI:1913725]"
"Zfpm1"	"zinc finger protein, multitype 1 [Source:MGI Symbol;Acc:MGI:1095400]"
"Zfp644"	"zinc finger protein 644 [Source:MGI Symbol;Acc:MGI:1277212]"
"Bdp1"	"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB [Source:MGI Symbol;Acc:MGI:1347077]"
"Lig4"	"ligase IV, DNA, ATP-dependent [Source:MGI Symbol;Acc:MGI:1335098]"
"Zfp646"	"zinc finger protein 646 [Source:MGI Symbol;Acc:MGI:3665412]"
"Rasl11b"	"RAS-like, family 11, member B [Source:MGI Symbol;Acc:MGI:1916189]"
"Ppp1r3d"	"protein phosphatase 1, regulatory subunit 3D [Source:MGI Symbol;Acc:MGI:1917664]"
"Rspry1"	"ring finger and SPRY domain containing 1 [Source:MGI Symbol;Acc:MGI:1914860]"
"Heatr1"	"HEAT repeat containing 1 [Source:MGI Symbol;Acc:MGI:2442524]"
"Dscam"	"Down syndrome cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1196281]"
"Il31ra"	"interleukin 31 receptor A [Source:MGI Symbol;Acc:MGI:2180511]"
"Fbxl22"	"F-box and leucine-rich repeat protein 22 [Source:MGI Symbol;Acc:MGI:1921415]"
"Gm11868"	"predicted gene 11868 [Source:MGI Symbol;Acc:MGI:3650507]"
"Kcnb1"	"potassium voltage gated channel, Shab-related subfamily, member 1 [Source:MGI Symbol;Acc:MGI:96666]"
"Prkaa1"	"protein kinase, AMP-activated, alpha 1 catalytic subunit [Source:MGI Symbol;Acc:MGI:2145955]"
"Gm5084"	"predicted gene 5084 [Source:MGI Symbol;Acc:MGI:3647835]"
"Sgms2"	"sphingomyelin synthase 2 [Source:MGI Symbol;Acc:MGI:1921692]"
"Gja1"	"gap junction protein, alpha 1 [Source:MGI Symbol;Acc:MGI:95713]"
"Kcns2"	"K+ voltage-gated channel, subfamily S, 2 [Source:MGI Symbol;Acc:MGI:1197011]"
"Creg2"	"cellular repressor of E1A-stimulated genes 2 [Source:MGI Symbol;Acc:MGI:1928333]"
"Olfml1"	"olfactomedin-like 1 [Source:MGI Symbol;Acc:MGI:2679264]"
"Cited1"	"Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1 [Source:MGI Symbol;Acc:MGI:108023]"
"Plcb1"	"phospholipase C, beta 1 [Source:MGI Symbol;Acc:MGI:97613]"
"Msrb3"	"methionine sulfoxide reductase B3 [Source:MGI Symbol;Acc:MGI:2443538]"
"Islr2"	"immunoglobulin superfamily containing leucine-rich repeat 2 [Source:MGI Symbol;Acc:MGI:2444277]"
"Taf7"	"TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:MGI Symbol;Acc:MGI:1346348]"
"Nup160"	"nucleoporin 160 [Source:MGI Symbol;Acc:MGI:1926227]"
"Six1"	"sine oculis-related homeobox 1 [Source:MGI Symbol;Acc:MGI:102780]"
"Zbtb22"	"zinc finger and BTB domain containing 22 [Source:MGI Symbol;Acc:MGI:1931870]"
"Ywhag"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Source:MGI Symbol;Acc:MGI:108109]"
"Tacstd2"	"tumor-associated calcium signal transducer 2 [Source:MGI Symbol;Acc:MGI:1861606]"
"Irf2bp2"	"interferon regulatory factor 2 binding protein 2 [Source:MGI Symbol;Acc:MGI:2443921]"
"Fam181b"	"family with sequence similarity 181, member B [Source:MGI Symbol;Acc:MGI:1930951]"
"Arhgef39"	"Rho guanine nucleotide exchange factor (GEF) 39 [Source:MGI Symbol;Acc:MGI:3036286]"
"Trim32"	"tripartite motif-containing 32 [Source:MGI Symbol;Acc:MGI:1917057]"
"Senp8"	"SUMO/sentrin specific peptidase 8 [Source:MGI Symbol;Acc:MGI:1918849]"
"Ttn"	"titin [Source:MGI Symbol;Acc:MGI:98864]"
"Sox12"	"SRY-box containing gene 12 [Source:MGI Symbol;Acc:MGI:98360]"
"Mest"	"mesoderm specific transcript [Source:MGI Symbol;Acc:MGI:96968]"
"Rspo2"	"R-spondin 2 homolog (Xenopus laevis) [Source:MGI Symbol;Acc:MGI:1922667]"
"Sema5b"	"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B [Source:MGI Symbol;Acc:MGI:107555]"
"Foxo6"	"forkhead box O6 [Source:MGI Symbol;Acc:MGI:2676586]"
"Rps10"	"ribosomal protein S10 [Source:MGI Symbol;Acc:MGI:1914347]"
